linea1,9989050,2024-10-16 02:38:09
e,9989050,2024-10-16 02:38:10
aaa,9989050,2024-10-16 02:38:12
javi,3240955,2024-10-16 03:45:33
dfgfd,3240955,2024-10-16 03:47:26
zvxzv,3240955,2024-10-16 03:47:28
afasfasdf,1059493,2024-10-16 04:28:17
qwertyuil,1059493,2024-10-16 04:28:48
qwertyuil,1059493,2024-10-16 04:52:28
fasfawefafeagas,1059493,2024-10-16 04:55:23
fasfawefafeagas,1059493,2024-10-16 05:02:44
fasdfasfd,1059493,2024-10-16 05:02:46
dsfsfsdfsf,1059493,2024-10-16 05:02:58
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
qqqqq,1006400,2024-10-16 05:11:57
linea24,1006400,2024-10-16 05:11:57
linea25,1006400,2024-10-16 05:11:57
linea26,1006400,2024-10-16 05:11:57
linea27,1006400,2024-10-16 05:11:57
228,9989050,2024-10-16 02:38:09
229,9989050,2024-10-16 02:38:10
330,9989050,2024-10-16 02:38:12
331,3240955,2024-10-16 03:45:33
332,3240955,2024-10-16 03:47:26
333,3240955,2024-10-16 03:47:28
334,1059493,2024-10-16 04:28:17
335,1059493,2024-10-16 04:28:48
336,1059493,2024-10-16 04:52:28
337,1059493,2024-10-16 04:55:23
338,1059493,2024-10-16 05:02:44
339,1059493,2024-10-16 05:02:46
440,1059493,2024-10-16 05:02:58
441,1006400,2024-10-16 05:11:57
442,1006400,2024-10-16 05:11:57
443,1006400,2024-10-16 05:11:57
444,1006400,2024-10-16 05:11:57
445,1006400,2024-10-16 05:11:57
446,1006400,2024-10-16 05:11:57
447,1006400,2024-10-16 05:11:57
448,1006400,2024-10-16 05:11:57
449,1006400,2024-10-16 05:11:57
550,1006400,2024-10-16 05:11:57
551,1006400,2024-10-16 05:11:57
552,1006400,2024-10-16 05:11:57
553,1006400,2024-10-16 05:11:57
554,1006400,2024-10-16 05:11:57
bacteria,2731122,2024-10-17 02:33:55
